CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
NRSN2	199783	140114	135445	131638	212294	264191	284240	149025	151799	130602	12879
AP5S1	83097	67408	66077	65994	60512	83000	86642	50336	47515	44762	8314
RRBP1	1470081	936312	946091	1032137	710046	847695	859730	467436	479218	437018	68618
BMP2	1488	2395	2188	1632	3424	7992	8356	3686	4263	2782	12617
ZNF133	40570	32097	29555	28011	32838	47364	51482	29097	31669	24917	28714
FLRT3	191273	120259	126922	128344	147580	269619	269127	151538	153008	114864	14629
OVOL2	10483	9595	9188	8162	8540	11668	12604	7525	7012	5179	102210
PCSK2	96	96	0	0	28	0	0	0	71	0	258472
GFRA4	0	0	0	0	20	0	0	0	0	0	4108
MKKS	248058	169303	174397	192905	260451	438586	439913	264147	252119	222358	33214
BFSP1	9709	8265	9628	8278	27702	37857	37439	22446	25939	20325	75316
DSTN	1056042	652857	673339	717891	943038	1454796	1481611	857263	895707	726406	40057
LAMP5	749	576	655	1342	3117	8546	6952	5483	4936	4115	16167
SNRPB2	142417	82647	84915	102967	110813	153158	148344	86088	86084	72287	12603
MGME1	64627	49833	48741	44655	42045	70136	72323	42895	42876	34468	22210
LRRN4	165	192	96	94	240	96	101	48	250	192	13272
TBC1D20	258874	178244	182603	180464	317378	420882	415075	233297	234777	170135	27074
ITPA	135062	92007	89740	94600	169289	205144	206232	112867	116090	129014	15003
TCF15	0	0	0	0	0	0	0	0	0	0	6602
OTOR	0	0	0	0	0	0	0	0	0	0	21705
MCM8	107032	96332	100423	86355	34064	58433	56953	30690	34799	24459	48326
BANF2	0	0	0	0	0	0	0	0	0	0	42200
TMEM74B	2846	2503	2011	2474	8677	5246	5879	3039	3637	3649	4855
FAM110A	13458	9137	9891	7791	7877	7313	7303	4148	4052	4463	23749
SIRPD	0	0	0	0	0	80	0	0	0	0	24593
MRPS26	152270	112630	114307	113169	128297	167770	168620	94956	94375	108684	2310
DEFB129	0	0	0	0	0	0	0	0	0	0	2629
S1PR4	1048	705	1321	962	528	480	288	480	96	192	7987
NCLN	168276	150187	150104	135645	187244	207206	204999	110180	108329	120463	24013
CITED1	976	384	330	521	403	286	546	190	96	0	5550
HNRNPR	329159	230649	228672	238506	235495	326646	336731	197134	203086	155397	40566
ZNF436	19747	15116	15740	13650	22836	34924	31509	18194	19535	11457	9995
MAX	137076	87896	82638	90768	131159	190179	185197	108435	108792	88289	96522
CHURC1-FNTB	87064	66470	68808	64778	82419	117176	127494	71628	72004	59450	147319
ARMCX5	51450	34942	38241	40563	36485	57119	52363	29615	33752	23612	4992
GDF5	0	0	0	144	0	24	0	35	0	0	21400
MMP24	295827	201786	211171	188921	152055	190564	189448	106070	110795	89304	50347
NECAB3	44823	31860	30459	32428	33105	58536	60335	30198	31429	32089	17377
ID1	232178	203416	207886	210180	34257	73269	77566	44878	45573	44259	1233
RALY	291921	215173	212626	207445	267971	293740	291821	162181	169370	160260	114663
DYNLRB1	172203	116892	117078	115775	168584	193484	197779	112715	112560	103594	24550
C20ORF173	0	0	96	21	0	0	0	0	96	0	6467
EIF2S2	252929	147795	154039	178204	238352	247123	253154	143047	146449	126965	24035
ERGIC3	495246	372136	382320	397299	429924	681166	666575	374972	384039	315334	15614
ROMO1	73199	56701	60435	55675	65607	76069	80075	45636	47414	49780	1713
FAM83C	0	48	0	0	118	96	0	0	0	0	6671
BPIFB1	17782	14096	14027	16130	1672	2250	2851	1584	1867	1196	36399
CEP250	106850	100382	96711	85911	89231	131015	130557	71745	72793	59505	64117
PLAGL2	56790	47470	45312	41835	63887	71660	71135	40677	42940	26837	15289
MMP24OS	147210	97088	97921	93468	89889	120551	117948	62172	65954	62317	76387
GRPR	192	161	144	96	240	144	96	176	139	314	29466
KDM5C	209571	165724	171442	148414	381095	511288	521291	283492	287602	235358	34102
AMOT	192	29	21	190	119	96	163	0	167	21	66313
TMEM115	66259	51158	49283	49555	109004	138090	128737	73125	76910	73624	4862
PSMB2	184952	134062	133807	140802	154567	183234	188027	105590	108583	98355	42301
AGO3	40026	31717	35016	29333	42314	64575	62687	36894	36489	27104	141783
UROD	44939	29713	32709	33119	48872	80031	72684	43154	43064	40548	3429
ST3GAL3	6701	5175	4859	6856	10401	14065	17036	9388	8649	5982	225342
TMEM53	39745	31574	34052	30455	43560	57266	58912	31853	33827	29189	39318
HECTD3	60710	46817	46694	42748	79635	105363	114374	58031	62089	52280	8790
KLC1	158082	128891	131198	116211	225608	234753	226683	132677	123932	103321	152354
XRCC3	44662	37413	37725	35480	31240	30890	30783	18240	14916	15384	17896
TUBGCP3	47423	39181	38019	32760	41254	55322	54020	32647	32839	22868	103163
MCF2L	11337	13603	13867	10781	8112	11721	12619	6638	5893	6017	205362
F10	928	673	368	259	810	3341	3433	1811	2535	2293	26716
PCID2	61860	45117	43018	42490	76067	121594	117316	65127	65995	54589	31177
PROZ	1142	599	631	530	1874	3288	2306	1531	2214	1476	13730
SLURP1	0	0	0	0	48	96	0	0	83	0	1468
LRFN3	46697	40965	41007	35911	66265	100730	96615	53465	51549	52390	10410
IGFLR1	9593	7302	7093	7431	3142	6568	6737	2622	3499	3075	3653
CAPNS1	896100	632420	631940	604206	803326	890575	907256	469031	487027	464508	10779
PDCD2L	50310	30941	30172	30439	43861	50890	52393	33198	34084	29865	21785
GPR42	0	0	0	0	0	0	0	0	96	0	2034
RBM42	305133	202487	209243	211675	266287	292620	293255	161513	162865	181313	8657
KIRREL2	575	288	407	292	1590	804	472	480	691	381	11249
UBA2	398079	290669	288308	280125	465593	578687	610503	350430	361594	283505	42900
FFAR2	2064	2204	2508	1534	9458	7605	8572	4741	3360	3338	7861
HCST	330	431	240	156	96	288	570	96	322	96	1898
FFAR1	0	0	0	96	229	96	288	96	192	96	2311
COX6B1	404939	294317	305631	302966	381920	526031	542811	309970	311341	289072	10639
KRT36	167	96	0	2	0	0	7	0	57	0	6411
THRA	114962	95386	88537	82169	80227	150611	140732	78177	80329	69633	35578
CCR7	1653	1128	1622	1467	1038	7854	4691	2645	3250	1787	11704
NR1D1	31102	20689	20609	22272	48794	51497	44650	29079	28460	23273	7939
FRMD8	70390	61764	57150	57058	68881	110220	105781	58744	51997	52834	26927
PRDX5	374761	254252	253693	264093	512360	608069	627237	371167	363429	361269	3724
BCL2L12	40908	28481	27673	28930	38608	42162	42914	23397	25588	24194	8775
IRF3	96930	71926	67670	72835	140617	154858	147148	80345	85514	83487	6307
PRMT1	387775	285371	290767	261591	482020	463186	469114	263493	261721	251653	13244
RRAS	74919	46490	41965	44615	78255	71087	67478	33351	35427	33972	4910
PRRG2	927	1322	768	1151	698	1162	1771	855	709	479	10370
SCAF1	231574	178479	164448	167335	272177	283062	278191	160916	169521	187563	16518
PRR12	112469	104317	104363	89913	125971	152836	159461	79007	83571	78108	34797
TSKS	0	0	0	0	6	0	0	0	0	20	23578
FLRT1	4259	2336	2629	3511	8545	10196	8908	5372	4058	5500	15986
ASL	53910	38531	40746	38069	26449	44755	44538	22650	21846	23792	17761
SBDS	164862	94632	98160	112798	112012	182368	181023	104301	110444	87591	7925
CSN1S1	0	0	0	0	0	0	0	0	0	0	15494
STATH	0	0	0	288	0	0	0	0	0	0	6641
HTN1	0	0	0	0	0	0	0	0	0	0	8444
STAT5A	15753	14996	14179	13236	34192	33644	32290	17460	18531	16034	24397
WNK4	9586	5517	7303	5661	17709	29552	29671	14180	16580	12849	16259
BECN1	185704	124568	120376	128322	208960	310273	316618	179813	184041	160678	23217
PRKCG	3197	3418	3987	3295	3038	2684	2175	1760	1319	1724	28463
TRAP1	290624	217738	216444	214830	246163	325373	336444	185055	189600	173534	65959
GLIS2	125896	90170	90051	84341	309089	286629	297944	159068	159017	150974	24837
NSRP1	77391	48374	49330	56431	96943	127727	126647	76602	79295	56755	70955
DNAJC8	80170	51098	51549	57635	106870	127012	115891	75969	77975	62239	33570
AHDC1	38147	34235	31140	33389	62823	49046	49607	27730	26876	22744	70397
IFI6	10859	9388	8751	13885	9457	18221	15754	9727	8985	10312	6158
DACH2	0	0	0	96	0	20	0	0	0	0	684147
ZNF384	167111	121831	124342	116113	170072	188677	189233	114106	98470	88478	23096
SSX1	285	0	431	192	0	0	48	0	0	0	12128
UXT	95438	59376	62571	66305	108059	154945	155439	87705	87017	77236	7364
CFP	406	667	479	571	550	1061	1224	720	769	528	7134
ELK1	84812	61274	61014	59788	91776	123342	108757	63041	63786	54802	15084
TIMM17B	97924	64487	63722	68867	126033	150430	145705	80323	92086	88718	4697
PCNX4	128882	101010	98135	105529	138404	209831	202306	116389	120371	90760	77223
ATG14	37552	29922	26575	26405	53453	74698	67475	44364	38101	33092	45467
KTN1	520172	361885	365948	367026	818490	916007	918699	554610	567319	420980	142455
SIX1	11068	6667	8526	5803	15348	23878	21474	12688	14518	10011	14845
RHOJ	0	0	0	0	0	0	0	0	0	0	89106
DLGAP5	51596	43919	44414	39010	14110	20724	22169	8912	8381	9716	43567
L3HYPDH	56424	40705	41799	40063	66759	93135	94134	51879	53120	42411	24068
HSPA2	21022	14826	19071	16813	10271	17064	16806	8673	9513	7001	10269
ZBTB1	69388	50576	51365	49945	127512	147317	150889	85330	86087	65355	29979
TRMT5	49301	34298	34881	34003	48994	75998	83766	48180	40785	35425	9908
SGPP1	74385	58507	54548	54673	100085	123144	121870	67177	74262	62087	43826
PLEKHG3	72813	46902	54048	43506	90588	80344	79260	46675	43214	43124	46146
PZP	0	42	0	0	11	25	48	96	0	0	59531
PRDM7	93	48	0	0	96	48	0	48	122	0	35507
RHOT1	87436	66995	67063	63200	105685	160247	169259	94877	96930	71685	110921
EVI2A	48	48	144	447	97	292	190	458	275	144	4325
OMG	912	530	624	737	240	382	705	273	432	298	25527
WDR60	62901	51471	44620	45740	52951	79136	81233	43978	40708	30664	100170
AIF1L	1503	1200	1536	879	2020	1014	1550	1323	672	838	26677
FAM78A	1212	797	968	836	2532	2394	2125	1754	1101	1391	18472
NUP214	148593	119355	126019	116179	139249	188171	203189	111584	108190	83659	109110
CTAG2	0	29	0	0	0	0	0	0	0	0	1608
AVPR2	0	192	96	0	228	62	0	23	30	0	4636
SLC10A3	51217	35159	36355	33871	56894	73255	69855	36488	38062	35229	3385
MAP2K2	193222	137077	131328	136013	248690	305506	309100	162772	165928	189115	33809
HNRNPH2	148956	113469	110154	116884	187440	263148	266446	163984	162881	119165	5839
ARMCX1	2682	1863	1573	2235	7016	0	32	32	93	0	4170
TMEM35A	0	0	0	0	0	0	0	0	0	0	17645
NXF5	0	0	0	0	0	48	70	77	0	0	25466
TIMM8A	22707	14200	17274	16687	19818	34565	33584	19225	23919	15809	3536
ZC4H2	6256	6412	4608	5868	5177	7661	7582	5257	4177	3619	118912
CANX	3649942	2268521	2278977	2392978	6404826	8750029	8837044	4994801	5065949	3845528	52298
INTS11	107278	77824	82556	68684	100132	144286	135744	78634	75354	75906	13107
RGS13	0	0	0	0	0	0	0	20	0	0	24169
IPPK	42234	31817	31622	29934	39735	51944	52850	28915	28785	24626	57082
ZNF484	13240	10767	10586	9242	11057	17693	19531	9349	10015	6227	33008
OMD	0	0	192	48	96	0	0	192	205	96	10217
FGD3	561	672	994	555	287	717	573	66	288	266	88786
HIVEP3	5305	5015	3341	4209	2753	3759	4058	2603	2198	1384	529561
PPCS	66666	41852	45610	47776	71180	112101	115773	64547	67995	59490	17269
EDN2	576	0	192	192	76	96	0	48	0	96	5899
BCL11B	2883	2686	2587	2012	2289	3804	4381	2149	2006	1622	102238
COX7C	277618	209022	213427	229602	277253	419339	413202	250968	249272	213474	3059
TRAF2	89122	65692	69307	64600	175422	144012	145029	87201	91381	78637	44696
ABHD8	16303	12624	12933	10545	20946	31673	28228	15874	16565	18766	18106
MASP1	192	0	0	96	170	574	194	288	239	96	74738
ATP13A4	511	192	192	286	1002	191	480	288	192	96	191035
HRASLS	0	0	0	125	0	0	0	0	96	192	36614
HELB	28299	22010	25252	21480	40646	47674	45841	28378	27738	24116	45101
RAP1B	167183	108268	113288	124562	148491	163421	163367	97715	99700	70586	61063
IL22	20	0	0	0	0	0	0	0	0	0	5366
TSPAN8	1100	863	1008	1341	1576	0	288	0	0	0	316814
BEST3	431	672	240	672	1348	679	891	381	192	192	56117
RAB3IP	66230	48314	49941	51462	94902	99810	103062	59120	62809	44658	84524
PTPRB	17692	14883	17243	14793	31072	31817	32003	15666	17109	9819	121575
DYRK2	94982	73170	81317	68483	126583	112312	102952	59074	64878	44309	17069
YEATS4	44871	31334	29788	36511	46199	48000	47834	28608	30225	25915	31094
TAS2R3	1007	683	472	382	192	1744	1520	324	761	329	1101
TAS2R4	2398	2664	2494	1988	1776	6205	4564	2603	2743	1342	2378
TAS2R5	1803	2384	2471	2459	2487	4561	4912	2589	2100	1645	1151
CRYGN	21	0	0	0	224	310	480	192	172	384	11979
LRRC61	288	95	0	0	2854	1817	1600	1122	1584	1423	15512
TRPV5	0	0	96	0	0	191	96	0	0	0	25708
IDUA	34342	24614	26648	29998	48648	73221	73389	44218	41122	39581	17510
FGFRL1	51218	57991	56623	44429	50830	70534	69986	41220	41168	33085	16962
TMEM175	26319	19382	15283	18728	21858	40494	42177	25740	23427	24658	26270
AUNIP	8598	7412	8729	7397	8394	13265	13878	7860	7878	5645	27546
PIN1	54018	43051	48708	41761	55421	76769	78173	42714	43278	45059	14426
FBXL12	22269	16404	13801	13602	29962	30430	33171	16299	18156	18159	17550
EMC1	219197	153135	159120	145948	177769	308117	308453	169773	172735	138370	35889
PLA2G5	0	0	0	0	0	0	35	0	0	0	63012
UBR4	457870	424257	405577	348811	517453	738901	745223	393108	405334	260249	135771
HP1BP3	385592	268220	265379	271454	253507	444531	443208	234932	233359	177670	44663
ADGRE2	5407	3863	4476	3760	8199	11783	10024	6211	6332	4787	46149
SIN3B	64704	41517	44098	43343	84785	117035	116883	66202	61659	55792	50954
OR7A10	0	0	0	0	0	0	0	0	0	0	8457
SLC35E1	158191	98072	101169	100087	128254	188165	195550	110878	113568	97997	22552
EPS15L1	46507	36966	39237	30724	59219	68359	64316	40266	36686	33450	116847
KLF2	16901	13444	13040	14366	13484	22082	23564	13784	15520	14973	3058
OR7C2	0	0	0	0	0	0	0	0	0	0	960
OR7C1	0	0	0	0	0	0	0	0	0	0	46117
F2RL3	0	0	0	0	192	0	0	48	0	48	3747
UQCR11	105208	76462	76024	77168	100458	145735	146893	83344	82370	86544	8319
GFER	54824	39305	40051	41656	48307	57475	60345	31261	32722	31986	3543
SYNGR3	25130	14909	14300	12995	31250	38901	36467	16600	20109	16071	4616
PKMYT1	38073	41315	37947	32726	9861	16258	15056	7059	7850	8700	12516
WFIKKN1	661	897	462	410	1545	2113	1745	867	981	883	4878
WDR24	42078	37003	40017	32673	45677	72243	63323	35434	36332	31743	5823
FBXL16	7958	5944	4409	4382	7482	7391	9638	3708	3874	3934	13332
CHTF18	24168	21998	20135	18493	19180	16994	16851	8960	10807	11157	12692
GNG13	58	755	380	124	300	154	205	238	59	84	2693
MACF1	447252	386996	383680	314739	653642	830609	839933	441570	442963	295881	405862
SMARCA4	22056	19023	18589	19044	22340	36991	33724	17085	16023	16105	104395
KDM4B	53735	36056	38661	36473	48565	70698	76754	35929	36896	33781	184483
TICAM1	13947	12547	11795	9060	42580	35452	33036	16660	15914	15170	15773
METTL25	4945	5496	4728	5345	5187	6038	7617	3527	3617	3667	120740
IL17B	0	48	0	48	96	70	1	0	223	0	32879
EMC6	60463	40575	40827	40625	80794	100826	101354	54303	55073	58788	854
OR1E2	0	0	0	0	0	0	0	0	0	0	972
METTL16	135869	93786	102178	94445	150475	203674	208710	124336	125196	106663	106330
TUBA4A	133042	107862	114539	97754	62734	77560	78182	38490	40936	40068	28460
VIL1	88326	73129	68553	53516	11533	20645	22718	12819	12435	12484	34204
AAMP	157860	112093	117363	112004	137952	198354	206241	115288	118137	99552	6135
PNKD	147580	111443	115361	97847	130108	166740	174092	91251	85931	78688	76402
TNFRSF19	17205	17967	20360	17673	5456	5561	7664	3753	2732	3444	105735
RNF6	114096	75627	80555	81842	149028	194421	190624	108518	109347	81121	90379
ECHS1	207331	158198	153000	157025	150590	218961	220366	120377	121117	119309	11210
ZNF835	48	0	0	22	0	0	48	48	31	0	9803
AKAP9	168190	140098	135299	118747	135685	231866	226258	130350	129836	85590	169807
GNG11	109596	70133	69610	77856	90491	134322	138073	81248	84197	74061	6912
SEM1	138574	100117	95357	109771	114573	161882	167887	99401	105804	87043	228266
GNGT1	4660	2573	2258	3523	2578	2936	2283	1571	1615	1583	319693
HIP1	123363	103426	102991	90348	311737	403806	388434	213473	215257	162405	205663
PTPN12	274284	179672	171978	178680	359768	571065	576233	320843	323459	245704	102797
POR	240365	196029	200683	193513	689481	1046180	1033297	584084	599461	542963	87656
FGL2	0	0	288	16	0	96	96	192	427	140	6478
STYXL1	58689	35453	37509	35312	75469	88932	85389	48798	52647	44821	51667
STEAP4	144	0	0	605	0	0	48	0	164	144	36000
GNAI1	197171	138297	140790	142258	223875	360184	357541	216207	209805	163404	85448
PEX1	56576	41285	42227	44707	60000	96842	93565	58163	55447	42491	41512
MTERF1	20902	13707	13886	13392	20253	34603	32595	21446	19752	15450	188713
SGCE	84633	54446	57187	56344	170282	178156	186125	104903	106138	87239	70980
RBM48	15509	10396	9599	10159	19557	24986	25046	15139	15805	11971	9233
CASD1	51669	41243	42618	43957	86657	107090	118519	67023	61697	48383	47801
ZNF780B	54573	41662	45106	42316	58530	93681	98258	54949	57715	38595	27950
LRFN1	6177	5121	6404	3785	13412	15496	16039	9673	8085	7778	8769
ZFP36	121750	85443	83075	96460	126008	201712	202552	106017	110597	93571	2600
SRD5A3	26336	21233	24261	20849	25161	32722	33932	17957	19056	16226	26988
SPINK2	0	0	21	96	21	0	0	0	0	0	11883
RASL11B	0	48	0	74	13	32	0	69	143	0	4546
PAICS	331269	237916	227307	264850	280961	356528	358401	201615	197271	183293	28839
KDR	0	0	0	0	0	0	96	0	192	0	47113
PPAT	59229	40011	44574	41528	56991	68885	76405	42155	43897	28875	42254
TUBGCP6	71414	55283	52501	46053	59511	99581	103110	57185	57099	48098	27304
ADM2	51054	30350	33294	35014	59675	53792	56001	27923	33873	26609	4885
DGCR6L	37238	26030	24409	25220	30339	45520	42262	23049	26730	27864	5805
DGCR8	57544	44241	40099	41302	76551	95102	97397	54842	61235	46435	31646
ASPHD2	3587	1645	2014	2348	9540	4174	5733	4330	3806	3302	15743
VPREB3	96	161	142	0	1167	1741	2060	1204	785	1020	1726
SDF2L1	306169	187626	185071	187652	274264	271504	274210	142605	147601	180217	2038
GAL3ST1	50243	39199	38643	34728	36577	88914	89554	45089	45439	42083	19953
YWHAH	120003	99271	93224	94910	125211	145805	150317	88860	90382	68417	13143
RFPL1	48	144	267	144	96	195	144	147	48	48	3873
RFPL2	601	874	545	384	2071	2788	2747	1745	1460	864	13043
GNAZ	2538	3619	2332	2242	6170	5714	5793	3313	3663	3210	54677
MGAT3	873	862	697	526	250	140	328	20	96	191	34851
ADORA2A	1155	813	620	417	5529	5781	5950	3334	3553	3265	24482
ATF4	744659	468113	462318	514487	890707	1035398	1041032	544149	572877	485826	2991
A4GALT	17911	17312	16812	16828	19528	23574	24472	12249	12256	11463	29178
RFPL3	194	202	213	501	1507	1783	927	323	307	431	6277
CDC42EP1	104895	71519	66526	64619	117729	117847	115497	57896	63719	71453	8959
APOL3	384	192	201	288	572	815	814	527	38	240	25848
MCHR1	0	0	0	0	0	0	0	0	0	96	4065
TPST2	14612	9156	11667	11552	27716	46603	44052	23939	24595	22080	74735
BAIAP2L2	49769	38144	34462	35026	47711	62184	63152	31211	34261	37075	25782
MPST	139384	94579	98822	96002	193867	251161	250018	134026	139743	135599	10188
GALR3	94	0	96	96	0	111	84	273	114	96	2114
TST	91168	70983	68510	68701	101168	141175	150116	78519	75417	84262	9325
APOL5	0	0	0	0	0	0	0	0	22	0	11612
IGLL1	0	0	0	0	0	0	0	0	0	0	7184
APOL2	27693	21871	18030	20335	60399	124230	122899	63962	68962	51563	13752
RAC2	960	0	0	213	383	0	0	96	43	0	19188
LIF	202804	146337	144977	140236	350869	396222	400272	212786	210552	178578	6405
C22ORF23	5447	2823	4005	3047	18110	20086	17731	9936	11593	9263	10620
APOBEC3A	2325	1905	1170	1251	850	479	475	222	335	480	40038
APOBEC3F	5039	3922	3638	3916	7618	9347	8648	6413	5771	4016	13307
RIBC2	1820	3127	2181	2498	191	909	861	192	336	464	18806
KRT17	152629	1748	1311	36846	3358	4715	5395	2396	2537	2583	5406
EMC4	192317	130963	141650	148993	188608	252974	250104	151685	153002	140316	5158
RNF112	1536	347	288	672	2687	2204	2634	1562	1344	1576	6152
SPECC1	113917	92253	88041	80855	150128	244411	237850	137609	136272	114301	309683
CPA4	6840	4099	4840	4645	288	845	478	0	191	477	31047
DOCK4	58947	42951	47031	37764	68245	100886	110050	58558	62408	38874	480302
POT1	49753	34103	35108	35414	49101	73214	77295	49599	44825	37090	107598
TAS2R16	0	0	0	0	0	0	0	0	0	0	997
ATP6V1F	149053	99377	93644	112834	176043	228955	227931	133861	129309	113371	3019
LSM8	58605	37454	42633	40204	61555	77095	82947	49254	51733	41556	8793
CDHR3	4266	4384	4598	2720	5455	7702	7563	4122	4168	3013	156978
PRKRIP1	56499	43746	37985	39042	54093	70130	70697	40469	41548	37038	62805
VGF	4178	4071	2905	2735	10923	6651	8084	4665	5064	4669	3085
PODXL	68718	56356	55110	54896	101541	93529	91252	46458	49087	34505	57956
FOXP2	1296	491	621	1103	10346	751	871	328	545	502	607446
STRIP2	25877	25292	27084	30156	22620	83132	81649	43003	40140	29497	53967
IFT22	37666	24613	23251	26024	42841	58572	60504	32805	32230	29810	8457
MKLN1	158008	125865	123829	110268	224454	361466	371451	200220	202822	134288	386541
DNAJB9	358169	206476	205123	235403	269773	448730	460996	275603	273870	208410	5283
FLNC	1198	766	1435	456	8048	1707	741	496	383	48	28898
LRRC4	525	528	772	958	288	672	383	96	144	26	5037
CALU	758971	422843	425251	475970	632564	1099181	1103590	577462	570720	458387	32516
CCDC136	4794	6045	4328	2365	15216	20394	18476	10294	11783	5601	31376
SMO	35883	31974	38207	30599	69331	65776	61903	36429	34138	36959	24674
IRF5	26211	19066	18515	16247	42139	38994	37374	19288	23532	20131	12424
LRRC17	0	0	0	0	341	484	826	720	144	816	31959
KLHDC10	112112	85127	87190	85336	124131	168923	173066	104080	99068	71970	65211
NDUFA5	67311	41357	40689	47092	63618	107036	104816	65529	66144	56502	21259
FEZF1	0	0	0	0	0	0	0	0	0	0	9298
OPN1SW	3767	2435	2581	2647	1930	3466	2897	1996	1280	2214	3300
