CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
BID	216815	212454	130774	315055	210939	147681	100957	115500	62919	183195	40633
NPC1L1	151844	70526	164930	142851	92044	1916	503	1866	402	2014	28781
XYLT2	123171	166127	125809	290950	168907	149717	212693	136592	99500	212543	17047
RGPD5	88555	66187	40859	84533	80451	90168	64715	53768	29683	43010	64938
STMN4	223	0	0	101	23	9755	9271	3593	2509	2116	23098
NUDCD3	703801	487637	559197	917839	525579	472468	423952	374591	229972	515530	111760
ISL1	200	202	0	562	164	2525	12307	3604	503	6509	11348
CHDH	549348	521601	483432	433989	630982	328146	398070	401809	185387	165822	34056
IL20RA	69111	52465	61962	54305	235307	96239	71979	56269	45774	86166	45210
CLCA1	46815	12817	13256	27910	17832	10644956	6044825	9199488	5075360	1444471	31922
CLCA4	23830	8637	11879	20068	14077	5450458	1884030	4342423	2042199	4399364	33677
GLT8D1	222909	264291	129808	254038	197261	211264	179196	150675	83402	115803	11545
ATP2C1	709600	587423	461622	854796	596925	605897	383413	356697	196583	472592	166118
IGF1	15916	76123	149079	61874	58968	93732	33670	60600	25552	21283	84779
SLC38A5	317359	269065	117442	228556	459562	103291	97220	92603	38534	210460	11720
RALBP1	253370	349776	279684	489490	365785	619275	482364	481167	288056	407463	63108
RUFY3	116347	162021	80648	143752	121210	230556	116504	122671	66670	58527	103112
CNTN1	2920	9789	3984	3820	7885	51501	27614	37744	10423	15089	379977
SLC11A1	23255	99970	17147	219632	155350	8947	5775	5302	5605	9866	14866
WWTR1	148658	217062	141124	317171	635345	188453	79347	110332	50661	67039	219480
AGPS	498215	363973	314629	464052	438969	562906	314468	342121	193453	202984	166656
CXORF56	135439	112804	92545	145690	101030	126272	74342	82654	68174	108532	27260
ATP1A2	2916	11620	5604	7771	5990	108242	73242	86446	46271	27114	27833
TTC27	113157	114225	88086	151653	106737	116660	70380	64966	33209	74028	193020
ZNF582	5708	6908	6927	8913	8343	10158	4448	5691	6535	2949	17700
VSIG2	12805	35049	16423	9174	24253	726117	973659	664950	324224	851714	4767
PHLDB1	316964	486073	143383	579531	745132	769354	1011504	614864	442909	630020	51599
MARCO	106249	597319	403528	419579	482026	36631	11226	4381	3916	7803	52495
CYP24A1	3217	4490	23	1645	20243	909	404	202	0	304	20525
PRDM11	105103	62327	77113	61693	117805	68103	59535	53993	29900	60245	139305
SYT13	302345	287945	436728	102079	478081	347505	440696	299023	125550	311700	46019
SNAI2	31376	68694	36140	74094	45412	52221	36580	51865	40191	34444	3973
CD74	3751554	10891390	3411221	7366549	7032275	5658785	2951188	5408297	2506722	3117408	11293
HGF	101423	239237	65837	104555	83447	43803	10068	19505	6264	8235	71433
ZRANB1	242426	210610	238487	225851	250957	240700	147349	173428	88621	141433	46067
NCDN	96199	129986	52036	159312	117108	93993	78381	69263	39224	88403	9802
ADGRA2	320069	707145	244155	789087	527730	379913	293400	305807	183213	225340	60706
ZFP64	154167	123825	144137	221311	183170	126300	113262	101069	71479	129427	152646
MNAT1	60111	36560	52555	64950	59275	37972	27297	24808	14256	22671	235212
SAMD4A	98666	154487	125357	136943	201387	125223	58293	66519	37639	43736	226219
RUNX3	62247	134876	58244	150074	256253	113817	80468	141556	69336	97058	65611
MRE11	233656	109057	109945	102776	116917	105843	71132	79872	32000	69520	78331
PLEKHB1	112486	182560	9746	181798	300920	81032	56062	68185	37433	92792	16642
SERPINB1	637108	648578	597043	1965864	863019	1305556	560720	631788	497195	737318	9675
CYP3A43	8317	10077	31089	4775	1074	229	238	45	42	313	38090
SLC7A9	24862	13684	29793	21421	29946	2370	303	745	27582	1796	39258
SPAST	108252	107638	101150	158517	125760	142993	88582	92883	52261	92686	94027
NRXN3	33036	4703	2433	9689	9070	27474	11633	21893	9332	10495	1697918
OSBPL5	159752	214242	191628	292553	245668	243324	298149	239593	208285	186502	79624
AQR	226572	173200	244637	240690	267469	360328	211156	176318	92028	123372	118058
CPS1	7617613	2151814	4762960	3926612	1892471	16754	4396	14205	2328	2991	201426
C8B	1668091	975310	1550196	1415897	1476026	1407	1684	3906	1031	977	36931
FHL1	143300	160226	111856	122525	120484	611988	270588	357184	181662	198401	64658
RTFDC1	779186	721035	502189	821945	689286	594646	407455	359417	235038	569544	50865
GABRA1	117	142	409	364	380	168	301	264	96	285	52919
NLRP2	3275	51007	2127	3511	7782	150781	51604	6495	21989	10783	48013
SLC45A4	131658	145892	98215	238704	139367	207481	114243	179411	106914	239805	101140
RNF10	672428	665758	647851	994505	867055	1150803	790076	896568	562731	912988	44115
ZNF839	37666	37425	69747	63169	43116	61940	70308	52676	38967	38930	25326
ZDHHC6	372630	345702	364472	385801	407188	450791	303371	260768	160335	263382	22490
GRAMD1B	27047	65138	18204	40343	27865	23316	15821	16818	14631	21251	269347
RNH1	582444	681347	494560	916202	825878	673927	523101	560932	393089	729664	12789
NDUFS1	1137829	743892	500859	613423	732457	1177667	714701	787877	521500	566460	44787
RB1CC1	429558	255333	193366	439372	302641	305336	180160	207086	116211	146192	123388
ERP44	295667	312499	273840	344182	394517	481715	277296	313562	189551	366846	119862
ALAS1	499788	460636	398784	806460	779809	510201	339381	400439	271303	349576	16242
BIRC3	240428	493221	138870	543635	311811	639697	118469	245719	171563	179357	21954
AKAP11	486120	400393	278493	329185	506117	375644	216389	229032	117592	245702	51115
GLRX2	44146	36040	28829	53179	47655	49818	25645	32313	21684	41165	9647
SNAPC1	28190	37289	31907	49877	38957	30226	27113	21095	13466	15611	34072
DERA	263268	163872	185688	224639	157914	356345	205747	255774	194028	197459	126111
STRAP	689633	501328	437034	811373	675785	514451	307259	323476	216036	360800	21088
ABCC2	310794	222461	546929	205400	245973	3386	7161	4991	3889	4647	69461
DEF6	135349	165235	58967	127948	121829	132161	135256	122472	81334	157604	23920
PLEKHO1	96951	250196	67530	266595	130163	181575	80645	100558	52804	102250	15538
GCLM	163750	133298	145381	169648	208064	137877	54577	81791	61691	67926	24252
UBR2	385720	344429	350306	403094	289728	567721	337549	370470	225823	286573	129443
EHD2	100410	218604	73743	275238	200301	284617	181488	224920	128476	172879	29792
DEPDC1	66998	50211	16138	48907	12246	26332	16992	22603	7292	21053	23070
CCDC28A	111770	108724	94845	105137	85535	112514	111541	84781	90453	153309	19811
RRAGD	37204	90136	40788	74176	87725	53138	29935	41303	15662	16066	47635
HSF2	52095	44574	21162	52763	30867	34614	25764	22835	12332	35955	33574
PHF20	361776	360745	234844	332330	337662	233759	143375	152964	78426	193131	178408
HSD17B6	1096363	695049	1465089	1134294	717179	27099	13823	27123	9972	14285	35630
NR1H3	256079	301814	227917	406423	421240	309618	212457	267697	206569	248301	20733
TYMP	554912	1042557	280425	953790	653293	932236	171136	294788	193628	336658	4305
NCAPH2	190264	168551	169413	210448	182553	196094	182479	177032	111698	212463	15257
TOMM34	694236	408754	153621	443626	293354	160436	112869	109055	65176	270567	18357
SEC63	674126	669433	402274	748943	582217	615864	418229	380388	216091	415780	90434
KPNA6	294881	348263	190955	349317	376269	349850	241694	237219	138850	211140	68531
VIM	1433541	3187562	952049	3374328	3484489	2910862	1411623	2152827	1136004	1447074	9335
RTEL1-TNFRSF6B	198479	544047	182635	300811	536414	257281	155127	228550	74195	455502	39385
FAS	71997	140102	95718	92191	95984	220505	145267	132985	65880	120833	25204
RNASET2	476751	667571	304747	845510	1308593	657093	522121	588236	365571	763538	27688
CD44	518479	1284798	814097	1487345	1297202	832188	444339	449694	209655	682951	93533
KCNG1	78906	4263	33274	11567	10231	26596	27382	64650	37383	36496	19474
AGPAT4	15151	36184	6470	48985	34940	41575	15406	18721	8753	16491	144083
SLAMF7	75356	334667	77318	147464	69117	432151	247102	486609	184236	112154	15765
BTN3A1	219608	475956	159858	375137	169868	430615	345335	354162	223727	264884	12980
MIPEP	492774	183465	99228	215897	120614	135820	90860	86672	56465	155703	159231
PRKCH	71944	179998	86567	142862	109940	195136	136146	172069	116131	116466	363418
INSRR	135	1159	0	883	120	1221	806	359	226	639	18956
IFNGR1	314959	500460	294042	826278	701541	920973	338650	432132	290454	427395	21966
B4GALT7	126904	89544	81303	166356	131303	129787	106607	112544	63277	179516	10248
SH2D2A	48455	51682	24130	55774	21810	28389	17662	25156	15052	34420	10620
VRK2	108028	145542	83552	183830	105606	126807	82587	83346	44584	75074	252270
TNFRSF1B	446910	884379	325773	695604	522937	491558	227767	368494	160205	332447	42226
VEZT	253956	217245	230338	381149	298575	327280	212693	195384	115039	148241	85045
POU2F2	26017	110401	29187	47551	26660	72112	37132	50264	25157	52167	110476
BRD9	251115	174432	165872	212292	257161	219350	184743	156389	103843	198828	42534
SNX1	483669	505283	455991	630552	611327	792475	548693	555987	319035	416879	51968
TBPL1	65921	83752	68575	143994	79820	78590	70467	49981	38337	74248	38263
ARNTL2	107025	133218	39773	167842	78003	37136	16212	11780	6611	21987	92436
BCLAF1	754065	561434	710312	675210	669964	757641	459714	458391	243668	370411	33225
SLC39A9	426039	336074	430637	431828	435947	529728	331560	349335	213455	310476	64374
ANK1	3330	8035	4680	4767	9066	7788	4575	5769	4222	4867	243543
IBSP	806	20148	981	54319	4149	0	202	286	57	302	12855
TFB1M	56467	68752	44717	64363	55219	41337	32093	38988	23590	44128	56985
RABEP1	325832	274997	233542	329466	244189	330619	209022	203164	118751	131805	103548
HMGB3	518000	323098	213234	527739	212764	331353	167456	260072	163639	242688	10267
NUP160	506783	359229	290512	327429	317246	311819	165007	164435	95308	121956	70469
BAK1	139674	352791	122772	374939	218653	611260	373035	395613	302426	410593	7747
MUSK	199	3139	488	649	101	20053	14120	8998	4454	3901	132850
IKZF2	16209	37413	32322	24820	17311	53245	32954	27746	15609	10990	152737
GRN	1287996	2087189	1728589	2758993	2579493	2761305	2348887	2768440	2277728	3589263	8017
FAM13B	100439	140139	121677	164012	133660	250221	139920	120240	80265	98572	114002
ARHGAP31	76735	178936	69765	214451	154763	177487	113518	96918	47656	67888	126342
CENPQ	37874	35166	17443	102308	24783	18824	12241	14424	7206	15565	29730
SARS	717551	921245	482192	793077	1154091	1018735	767623	671004	447885	599142	24252
RANBP3	302562	274609	229333	351758	375924	328744	274756	255862	170841	312505	62004
ARID4A	170230	164213	247420	152600	197333	213063	186671	155456	95146	98642	75503
EIPR1	96874	115497	135538	166812	82260	126871	88148	96799	52193	153597	188958
PNPLA6	393133	486980	322231	608564	661901	584825	459368	611059	458009	769560	27761
IFT88	240361	83679	84135	130552	106126	82598	64854	57989	37738	70294	124369
ALG1	329897	180692	134948	188961	223038	192204	174908	147321	100612	244909	53420
ZCCHC8	133370	118250	132803	172571	147312	177361	145262	113640	78234	91911	29474
ABCF2	401599	263826	254611	405706	292936	321578	215229	215364	138294	291929	19394
CHPF2	391815	394229	256143	477890	364903	408422	362304	350137	233344	469206	6339
LRRC7	2305	1516	484	2277	1753	5332	3104	6076	3463	2029	583548
FUT8	105496	124372	98607	296287	128154	139549	67523	117892	68021	52606	333530
UBA6	218675	222346	118355	224284	212985	218530	112492	126252	71273	99073	88528
GAB2	121133	320463	153672	291036	419172	330254	427929	394562	180548	250880	203052
ATP6V0A1	293733	292687	348871	368912	427295	387131	325397	347445	256933	428944	63768
PIAS1	204096	195173	238809	304995	262888	466015	362414	339062	209074	237384	144425
SLC4A7	97755	130734	50222	107516	134421	111319	65019	72004	34756	34890	111700
APBA2	10266	32261	5864	25864	26313	23558	16382	21036	11360	24677	233833
MAP2K3	404966	264856	257280	325354	653408	415448	286297	272779	247710	449900	30569
EFCAB1	1211	421	2658	606	192	2592	1181	2477	592	1395	24523
TMSB10	4549491	4386117	2946754	5369517	4292115	5659295	4126996	3151969	2283771	4228026	1051
ASTE1	101255	54019	72173	64609	49586	77936	68278	59407	55983	69754	13775
RNF19A	227024	311668	256715	355101	342704	466255	326789	342158	191535	247126	79159
PEX3	94305	75651	92745	96493	64722	60063	37063	36194	18569	33890	39204
GABARAPL2	309742	282517	205555	246470	324819	403052	274402	263687	196634	344764	11531
MYOC	99	202	0	296	0	42407	23329	18260	10190	8811	17267
SH3YL1	111111	343786	483450	380514	736339	356484	349232	215779	267501	274584	48669
FAM136A	333624	275199	221503	358904	210150	290902	261136	195489	122685	266938	6116
VCL	541157	850605	498756	886513	959530	1144426	641356	739891	346330	560713	126171
DEPDC1B	79803	37310	38417	70630	25303	24044	15179	19958	5469	27251	103279
DAPK2	50294	84823	76055	85551	167080	384419	180712	239578	180334	147796	164998
NSMAF	251739	192145	151154	317602	200604	302304	190370	143285	77080	103953	76341
ADSS	315575	288895	267593	491716	349727	395731	216750	235902	143998	210288	43641
STAP1	1974	9032	743	3549	4087	16401	10706	10445	6779	8003	48610
TIMP2	457132	1595827	472047	1431828	1394871	1675322	888273	868602	516600	555533	72411
RFC1	297565	341071	196742	325830	166964	297741	206315	197474	99402	122439	78920
TBC1D23	226270	204521	185492	262697	199932	270923	133135	157075	80992	129684	64252
CUL3	495087	380229	407304	377580	474646	579338	328422	351846	235029	333527	115248
MYOM2	17962	7790	30405	5350	16788	20148	8521	7873	6307	21015	120513
OTC	242278	127719	260285	211569	119177	39194	7435	20147	22108	5838	68906
CYP46A1	2038	3452	439	3006	986	3306	1251	2205	1080	1758	42998
ZZZ3	174636	204692	129679	181438	234169	186333	140148	104315	56074	75827	121004
SLC18A1	327	505	425	999	1658	8809	19203	8089	2782	6243	38352
USP2	6849	8889	4034	12267	20167	69685	86962	128141	84885	68105	26512
CASR	261	2867	1029	1100	523	1326	2702	807	526	404	107947
TUBG2	57854	42286	31690	96057	42295	49943	44457	44432	21908	35546	7702
RPL26L1	75233	63958	64156	88438	68621	61684	44682	37872	22943	73869	11043
FLT4	72858	135246	105094	282358	119913	84985	61061	29068	36301	40863	48119
NSUN2	687291	438584	543179	510638	636767	616373	352700	351049	189900	336727	34053
FBXO42	93438	123210	61807	126644	79843	151920	107461	116569	70597	93764	105616
MFAP3	65502	73594	63260	87830	82636	126186	59686	63992	39415	46918	181573
MRI1	152733	154285	180888	190223	192047	159459	119276	111442	74619	83189	9751
METTL1	117335	106860	68236	127675	120585	95185	59059	49569	24123	70833	4323
HOXC8	41	256	162	122	304	1394	301	512	202	67	3257
AGA	105202	135786	47286	145563	87862	105680	108754	64088	64725	88609	11734
PI4K2B	314239	236073	231539	202250	196534	219206	136387	155992	87045	115183	45118
BOD1L1	324597	360062	247236	331444	259822	494873	317868	324102	160154	183031	58986
MAT2B	362974	407628	407737	387747	475398	660658	464339	432603	292711	365478	16223
TLL1	1198	2283	1011	2795	1133	27134	15543	11390	7169	4871	230638
EDC4	564848	445620	358235	502785	528856	513185	607808	576829	365731	658378	11481
TRIO	718977	536841	560993	573376	1095344	798646	596487	622364	399298	427122	388427
VCAN	300175	1252171	202757	1069407	684223	410298	126038	158743	61331	130595	110839
CLEC16A	185925	227349	144864	237332	187508	246676	177543	201945	125610	227405	237702
MSR1	227938	444447	274044	240274	499548	98090	27272	115650	28082	11601	459613
CDH1	3368536	2082889	2964700	1971637	4076652	4591156	2876901	3291344	2399905	3666650	98324
SKIV2L2	421234	355940	429444	423085	493217	558099	358874	331728	202301	282458	117822
DNAH5	4645	3473	4957	18671	26075	2149	835	1442	605	1894	254213
ZFYVE16	140211	205984	175537	172827	159304	251583	120753	153441	77895	103142	71338
RIPOR1	238159	381701	185057	430755	320733	213487	169120	191462	104221	224497	28371
C6	1344738	925476	1887766	1319049	1168024	4031	3639	7539	3595	5322	119205
RAI14	243666	246886	163440	346456	231524	166346	98197	104861	77784	84238	176391
SOX30	6956	3572	8011	3785	5711	13068	12091	12484	5369	9948	45802
PNKP	254163	206662	146504	299505	240215	235151	270664	250340	134336	226115	18470
BEST2	497	396	606	954	856	38377	185517	98672	44989	45471	6757
PHLPP2	196830	119716	137767	97404	88320	672236	436307	642625	539645	407501	86867
SPDL1	83385	61468	49104	73558	38114	43008	25609	28970	9868	31789	21145
STAU2	188359	156746	101498	275049	147032	150487	131586	127808	72786	80926	327340
PQLC2	46995	53942	47008	71266	45116	53933	52463	49846	32310	58564	16975
CTNS	90619	97806	50458	113180	91707	103233	73820	71061	42649	59462	25075
RTN4R	17945	24831	18375	43366	33896	5621	12467	10661	6464	26248	41832
PHF23	187470	189276	113222	219023	159501	175748	232916	171683	111676	184076	4695
CDH10	0	46	237	334	430	2070	2200	1082	240	60	157879
INPP4A	113649	221075	90729	177790	130614	199645	150094	198438	86195	104359	149537
RAB27B	10888	9889	22007	39133	7484	118969	76462	64524	46172	31416	177657
PSMA4	681379	548850	652589	1146964	572260	814633	504348	492836	308612	487950	12015
MYO16	9275	6806	21829	7139	4174	1313	763	1226	571	2917	611856
LSG1	372528	253895	215196	401692	282580	300912	242139	180266	119431	238918	31690
PARP3	120833	160699	89303	120797	122491	143595	153123	125526	87549	108906	6523
TNC	730119	692278	242286	1503482	349761	333430	105335	135256	72520	153654	98680
THAP3	126624	133287	75041	144017	101237	200936	180073	146869	107626	176354	10721
RIPOR3	44699	59669	43865	40937	29920	52610	38756	43019	19114	24016	105421
TDP1	96344	73806	91627	114389	72554	72509	66627	52062	26185	59114	89830
AIFM2	177101	228806	131193	252441	238190	283921	186287	254687	139644	225865	34712
C2ORF83	202	201	0	5	0	0	0	202	0	0	38517
SPATA7	31465	26979	25112	30601	34799	31148	27055	25682	13301	17745	85427
MED17	150583	142323	83770	124988	164233	158104	117408	96997	69734	93895	30737
RETSAT	616078	585981	889937	67287	1072389	2051853	1413989	1701452	1441100	1690704	12533
CAPG	427503	1033068	895817	2187875	1972786	437273	647169	389875	291218	900281	23685
AP2S1	263889	308588	265622	423312	302613	300468	227787	241979	165720	301379	12857
USH2A	8905	5155	35762	12298	1923	1311	303	504	201	614	800503
ZPBP	0	0	184	181	303	132	0	0	0	182	270909
TG	16864	46443	24715	20428	4076	2679	1384	2866	0	9303	267946
